_id,ltable_ID,rtable_ID,ltable_Name,ltable_Category,ltable_Author,ltable_Price,ltable_Series,ltable_Pages,ltable_Publisher,ltable_Date,ltable_Language,ltable_ISBN_10,ltable_ISBN_13,ltable_Dimensions,ltable_Weight,rtable_Name,rtable_Category,rtable_Author,rtable_Price,rtable_Series,rtable_Pages,rtable_Publisher,rtable_Date,rtable_Language,rtable_ISBN_10,rtable_ISBN_13,rtable_Dimensions,rtable_Weight,label
3372,2517,5757,The Business of Life,Psychological Thrillers,Robert W. Chambers,$17.99,,332 pages,CreateSpace Independent Publishing Platform,"""February 19, 2018""",English,1985697831,978-1985697836,6 x 0.8 x 9 inches,1.3 pounds,The King in Yellow / The Mystery of Choice,Fantasy - Dark Fantasy,Robert W. Chambers and Stefan Dziemianowicz,$19.95,,246,Stark House Press,April 2016,,193358677X,9781933586779,8.5 x 5.51 x 0.52 inches,0.64 pounds,0
3378,2517,5761,The Business of Life,Psychological Thrillers,Robert W. Chambers,$17.99,,332 pages,CreateSpace Independent Publishing Platform,"""February 19, 2018""",English,1985697831,978-1985697836,6 x 0.8 x 9 inches,1.3 pounds,The People of the Black Circle,Fantasy - Dark Fantasy,Robert E. Howard,$9.99,,110,Createspace Independent Publishing Platform,April 2016,,1532895674,9781532895678,9 x 6 x 0.23 inches,0.35 pounds,0
3381,569,5768,The Music of Mars,Science Fiction : Space Opera,George G. Moore,$15.99,,300 pages,Year of the Book Press,"""January 7, 2018""",English,1945670703,978-1945670701,6 x 0.8 x 9 inches,1.1 pounds,The Mezmurs,Fantasy - Dark Fantasy,Melissa George,$11.50,,122,Life Rattle Press,April 2016,,1987936256,9781987936254,7.99 x 5 x 0.26 inches,0.28 pounds,0
3387,1563,5770,The Suffering,Fantasy : Dark,Robert Cano,$6.99,,109 pages,Independently published,"""January 24, 2018""",English,1549809512,978-1549809514,5 x 0.3 x 8 inches,6.2 ounces,The Shadow Kingdom,Fantasy - Dark Fantasy,Robert E. Howard,$9.99,,40,Createspace Independent Publishing Platform,April 2016,,1532895704,9781532895708,9 x 6 x 0.08 inches,0.15 pounds,0
3389,488,5770,The Status Civilization,Science Fiction : Space Opera,Robert Sheckley,$12.99,,176 pages,Vintage Sci-Fi Classics,"""January 17, 2018""",English,1528703324,978-1528703321,5.5 x 0.4 x 8.5 inches,8.2 ounces,The Shadow Kingdom,Fantasy - Dark Fantasy,Robert E. Howard,$9.99,,40,Createspace Independent Publishing Platform,April 2016,,1532895704,9781532895708,9 x 6 x 0.08 inches,0.15 pounds,0
3391,632,5770,The Invisible Sarcophagus,Science Fiction : Space Opera,Robert Pritchard,$8.99,,237 pages,Independently published,"""December 24, 2017""",English,1976721253,978-1976721250,5.5 x 0.6 x 8.5 inches,13.1 ounces,The Shadow Kingdom,Fantasy - Dark Fantasy,Robert E. Howard,$9.99,,40,Createspace Independent Publishing Platform,April 2016,,1532895704,9781532895708,9 x 6 x 0.08 inches,0.15 pounds,0
3394,2702,5784,The Master of Ballantrae,Psychological Thrillers,Robert Louis Stevenson,,,98 pages,CreateSpace Independent Publishing Platform,"""January 10, 2018""",English,1983627372,978-1983627378,8.5 x 0.2 x 11 inches,11 ounces,The Hour of the Dragon,Fantasy - Dark Fantasy,Robert E. Howard,$15.99,,256,Createspace Independent Publishing Platform,April 2016,,1532877560,9781532877568,9 x 6 x 0.54 inches,0.76 pounds,0
3400,2254,5784,The Girl in the Ice (Erika Foster series),Psychological Thrillers,Robert Bryndza,$7.99,Erika Foster series (Book 1),394 pages,Grand Central Publishing,"""October 2, 2018""",English,1538730170,978-1538730171,,1.1 pounds,The Hour of the Dragon,Fantasy - Dark Fantasy,Robert E. Howard,$15.99,,256,Createspace Independent Publishing Platform,April 2016,,1532877560,9781532877568,9 x 6 x 0.54 inches,0.76 pounds,0
3401,2517,5784,The Business of Life,Psychological Thrillers,Robert W. Chambers,$17.99,,332 pages,CreateSpace Independent Publishing Platform,"""February 19, 2018""",English,1985697831,978-1985697836,6 x 0.8 x 9 inches,1.3 pounds,The Hour of the Dragon,Fantasy - Dark Fantasy,Robert E. Howard,$15.99,,256,Createspace Independent Publishing Platform,April 2016,,1532877560,9781532877568,9 x 6 x 0.54 inches,0.76 pounds,0
3416,1949,5824,Blessings of the Firebird's Light: The Firebird's Blessings Saga: Book 1 (Volume 1),Fantasy : Dark,Rose S. King,$18.50,The Firebird's Blessings Saga (Book 1),340 pages,CreateSpace Independent Publishing Platform; 1 edition,"""November 15, 2017""",English,1976002990,978-1976002991,6 x 0.8 x 9 inches,1.3 pounds,Stars of the North  :  The Adventures of Sasha Witchblood,Fantasy - Dark Fantasy,Rose Bailey,$6.99,,116,Createspace Independent Publishing Platform,March 2016,,153073102X,9781530731022,9 x 6 x 0.24 inches,0.36 pounds,0
3424,1396,5844,Reece: Prequel to the Dark Legacy Series,Fantasy : Dark,M. A. Anderson,$5.60,,116 pages,"""Bella Luna Books, Australia; 1 edition""","""February 23, 2018""",English,992513995,978-0992513993,5 x 0.3 x 8 inches,6.4 ounces,Skeins Unfurled  :  Prequel to the Breadth Key Cycle,Fantasy - Dark Fantasy,K. M. Vanderbilt,$14.99,,396,Doom Plot Press,March 2016,,997194405,9780997194401,9 x 6 x 0.81 inches,1.16 pounds,0
3429,1595,5886,Beyond Ruin (Volume 7),Fantasy : Dark,Kit Rocha,$15.99,Beyond,424 pages,CreateSpace Independent Publishing Platform,"""January 20, 2018""",English,1984345230,978-1984345233,5.5 x 1 x 8.5 inches,1.4 pounds,Beyond Ruin,Fantasy - Dark Fantasy,Kit Rocha,$14.99,,392,Createspace Independent Publishing Platform,February 2016,,1530099994,9781530099993,8.5 x 5.5 x 0.81 inches,1 pounds,0
3430,1596,5886,Beyond Innocence (Volume 6),Fantasy : Dark,Kit Rocha,$15.99,Beyond,352 pages,CreateSpace Independent Publishing Platform,"""January 20, 2018""",English,1984313622,978-1984313621,5.5 x 0.8 x 8.5 inches,1.2 pounds,Beyond Ruin,Fantasy - Dark Fantasy,Kit Rocha,$14.99,,392,Createspace Independent Publishing Platform,February 2016,,1530099994,9781530099993,8.5 x 5.5 x 0.81 inches,1 pounds,0
3431,2031,5894,Cold Spectrum (Harmony Black Series),Fantasy : Dark,Craig Schaefer,$9.49,Harmony Black Series (Book 4),336 pages,47North,"""October 31, 2017""",English,1542047218,978-1542047210,5.5 x 1 x 8.2 inches,12.2 ounces,Harmony Black,Fantasy - Dark Fantasy,Craig Schaefer,$14.95,,322,47north,February 2016,,1503950425,9781503950429,8.2 x 5.4 x 1 inches,0.7 pounds,0
3456,1698,6037,The Bruja,Fantasy : Dark,Michael Molisani,$20.99,,268 pages,AuthorHouse,"""December 29, 2017""",English,1546222537,978-1546222538,6 x 0.6 x 9 inches,1 pounds,The Judas Glass,Fantasy - Dark Fantasy,Michael Cadnum,$15.99,,350,Open Road Distribution,December 2015,,1504023781,9781504023788,8.5 x 5.5 x 0.78 inches,0.98 pounds,0
3460,1173,6053,The Map of Moments: A Novel of the Hidden Cities,Fantasy : Dark,Christopher Golden and Tim Lebbon,$15.99,Hidden Cities,350 pages,Diversion Books,"""June 26, 2018""",English,1635761905,978-1635761900,5.9 x 0.9 x 8.3 inches,1.1 pounds,Dregs of the Culver Waste Book 1 - Sand and Scrap  :  A Post-Apocalyptic Fantasy Novel,Fantasy - Dark Fantasy,Christopher R. Sendrowski and Elart Estole,$11.99,,306,Pine Fire Publishing,December 2015,,692612572,9780692612576,9 x 6 x 0.64 inches,0.91 pounds,0
3464,2205,6054,The Seven (The Vagrant Trilogy),Fantasy : Dark,Peter Newman,$10.10,Vagrant Trilogy,464 pages,HarperVoyager,"""October 3, 2017""",English,8239061,978-0008239060,5.2 x 1.2 x 8.2 inches,14.9 ounces,The Arkangel,Fantasy - Dark Fantasy,Peter Loveday,$7.25,,172,Createspace Independent Publishing Platform,December 2015,,1475159781,9781475159783,9 x 6 x 0.37 inches,0.52 pounds,0
3477,387,6096,The Bastard Legion: Book 1,Science Fiction : Space Opera,Gavin G. Smith,$11.97,The Bastard Legion,336 pages,Gollancz,"""February 6, 2018""",English,1473217253,978-1473217256,5 x 0.8 x 7.8 inches,8.5 ounces,Blind Rejection  :  The Blind Trilogy Book 1,Fantasy - Dark Fantasy,K. G. McClain,$12.99,,322,Createspace,November 2015,,1518672825,9781518672828,7.99 x 5 x 0.67 inches,0.7 pounds,0
3490,366,6114,Star Wars: Episode 0: The Knight of Darkness,Science Fiction : Space Opera,Mark T. Sondrini,$15.99,,444 pages,CreateSpace Independent Publishing Platform,"""February 9, 2018""",English,1983651125,978-1983651120,6 x 1 x 9 inches,1.6 pounds,The Righteous Whisper of Allsaints,Fantasy - Dark Fantasy,Mark G. Heath,$15.99,,398,Createspace Independent Publishing Platform,November 2015,,1519109598,9781519109590,9.02 x 5.98 x 0.82 inches,1.17 pounds,0
3492,1151,6114,The Wraiths of War (Obsidian Heart book 3),Fantasy : Dark,Mark Morris,$6.79,Obsidian Heart (Book 3),320 pages,Titan Books,"""August 28, 2018""",English,1781168768,978-1781168769,,6.1 ounces,The Righteous Whisper of Allsaints,Fantasy - Dark Fantasy,Mark G. Heath,$15.99,,398,Createspace Independent Publishing Platform,November 2015,,1519109598,9781519109590,9.02 x 5.98 x 0.82 inches,1.17 pounds,0
3499,2254,6117,The Girl in the Ice (Erika Foster series),Psychological Thrillers,Robert Bryndza,$7.99,Erika Foster series (Book 1),394 pages,Grand Central Publishing,"""October 2, 2018""",English,1538730170,978-1538730171,,1.1 pounds,The Hour of the Dragon,Fantasy - Dark Fantasy,Robert E. Howard,$11.99,,208,Createspace Independent Publishing Platform,November 2015,,1519459203,9781519459206,11 x 8.5 x 0.44 inches,1.09 pounds,0
3500,2517,6117,The Business of Life,Psychological Thrillers,Robert W. Chambers,$17.99,,332 pages,CreateSpace Independent Publishing Platform,"""February 19, 2018""",English,1985697831,978-1985697836,6 x 0.8 x 9 inches,1.3 pounds,The Hour of the Dragon,Fantasy - Dark Fantasy,Robert E. Howard,$11.99,,208,Createspace Independent Publishing Platform,November 2015,,1519459203,9781519459206,11 x 8.5 x 0.44 inches,1.09 pounds,0
3505,569,6133,The Music of Mars,Science Fiction : Space Opera,George G. Moore,$15.99,,300 pages,Year of the Book Press,"""January 7, 2018""",English,1945670703,978-1945670701,6 x 0.8 x 9 inches,1.1 pounds,The City of Wizards,Fantasy - Dark Fantasy,George Mazurek,$6.59,,148,Createspace Independent Publishing Platform,November 2015,,1519110308,9781519110305,9 x 6 x 0.32 inches,0.46 pounds,0
3515,1636,6147,The Blood of Altlock: Book 1 of the Altlock Saga (Volume 1),Fantasy : Dark,R. A. Miller,$9.99,The Altlock Saga,124 pages,CreateSpace Independent Publishing Platform; 2 edition,"""January 12, 2018""",English,198382383X,978-1983823831,6 x 0.3 x 9 inches,8.5 ounces,Dead Magic  :  Book II of the Witch-Born Series,Fantasy - Dark Fantasy,A. J. Maguire,$16.99,,262,Createspace Independent Publishing Platform,November 2015,,1519421419,9781519421418,9.02 x 5.98 x 0.59 inches,0.86 pounds,0
3518,1690,6147,Eclipse of the Sun: Age of Shadows: Book 1,Fantasy : Dark,Matthew A. Dickerson,$15.00,,330 pages,CreateSpace Independent Publishing Platform; 1 edition,"""December 31, 2017""",English,1983463477,978-1983463471,6 x 0.8 x 9 inches,1.2 pounds,Dead Magic  :  Book II of the Witch-Born Series,Fantasy - Dark Fantasy,A. J. Maguire,$16.99,,262,Createspace Independent Publishing Platform,November 2015,,1519421419,9781519421418,9.02 x 5.98 x 0.59 inches,0.86 pounds,0
3524,1623,6154,The Uprising (Erafeen),Fantasy : Dark,David F. Farris,,Erafeen (Book 3),423 pages,Independently published,"""January 15, 2018""",English,1976901367,978-1976901362,6 x 1.1 x 9 inches,1.6 pounds,The Realm Bandit,Fantasy - Dark Fantasy,David N. Granderson,$7.00,,138,Createspace Independent Publishing Platform,October 2015,,1517273722,9781517273729,9.02 x 5.98 x 0.32 inches,0.47 pounds,0
3529,2094,6161,The Left-Hand Path: Prodigy (Volume 3),Fantasy : Dark,T.S. Barnett and Randi Gingerich,$9.99,The Left-Hand Path,220 pages,Corvid House,"""October 21, 2017""",English,997861525,978-0997861525,6 x 0.6 x 9 inches,13.9 ounces,The Left-Hand Path  :  Mentor,Fantasy - Dark Fantasy,T. S. Barnett and Jake Clark and Randi Gingerich,$9.99,,228,Corvid House,October 2015,,692499091,9780692499092,9.02 x 5.98 x 0.52 inches,0.75 pounds,0
3542,1134,6204,Ghosts in the House: Tales of Terror by A. C. Benson and R. H. Benson (Collins Chillers),Fantasy : Dark,A. C. Benson and R. H. Benson,$9.15,Collins Chillers,352 pages,HarperCollins; Revised edition edition,"""October 4, 2018""",English,8249032,978-0008249038,5.1 x 7.8 inches,9.6 ounces,"""Shadows of Carcosa  :  Tales of Cosmic Horror by Lovecraft, Chambers, Machen, Poe, and Other Masters of the Weird""",Fantasy - Dark Fantasy,H. P. Lovecraft and R. W. Chambers and Ambrose Bierce,$15.95,,368,New York Review of Books,October 2015,,1590179439,9781590179437,8 x 5 x 0.9 inches,0.8 pounds,0
3567,1155,6305,"""In Truth and Claw (A Mick Oberon Job ,4)""",Fantasy : Dark,Ari Marmell,$14.95,Mick Oberon Job (Book 4),336 pages,Titan Books,"""August 7, 2018""",English,1785658891,978-1785658891,,13 ounces,Hallow Point  :  A Mick Oberon Job Book 2,Fantasy - Dark Fantasy,Ari Marmell,$14.95,,400,Titan Books (UK),August 2015,,1781168253,9781781168257,8 x 5.1 x 0.9 inches,0.6 pounds,0
3585,1174,6409,The Dark Blood of Poppies,Fantasy : Dark,Freda Warrington,$8.99,,464 pages,Titan Books,"""June 26, 2018""",English,1781168040,978-1781168042,,6.1 ounces,The Dark Arts of Blood,Fantasy - Dark Fantasy,Freda Warrington,$14.95,,400,Titan Books (UK),July 2015,,1781167109,9781781167106,7.8 x 5.1 x 1.4 inches,0.8 pounds,0
3597,1084,6471,The Guardian: Guard Beers,Science Fiction : Space Opera,Beth Hoyer,$15.00,,476 pages,Independently published,"""September 30, 2017""",English,1521918619,978-1521918616,8.5 x 1.2 x 11 inches,3 pounds,The Hub,Fantasy - Dark Fantasy,Beth Schluter,$17.99,,270,Marketing Concepts Intl,June 2015,,986280895,9780986280894,9.02 x 5.98 x 0.57 inches,0.8 pounds,0
3601,500,6484,The Planet of Doubt,Science Fiction : Space Opera,Stanley G. Weinbaum,$9.99,,42 pages,Vintage Sci-Fi Classics,"""January 17, 2018""",English,1528703383,978-1528703383,5.5 x 0.1 x 8.5 inches,2.4 ounces,The Power,Fantasy - Dark Fantasy,Stanley Brzycki,$15.95,,224,iUniverse,June 2015,,1491768916,9781491768914,8.5 x 5.5 x 0.51 inches,0.64 pounds,0
3602,477,6484,The Lotus Eaters,Science Fiction : Space Opera,Stanley G. Weinbaum,$9.99,,42 pages,Vintage Sci-Fi Classics,"""January 17, 2018""",English,1528703464,978-1528703468,5.5 x 0.1 x 8.5 inches,2.4 ounces,The Power,Fantasy - Dark Fantasy,Stanley Brzycki,$15.95,,224,iUniverse,June 2015,,1491768916,9781491768914,8.5 x 5.5 x 0.51 inches,0.64 pounds,0
3614,1527,6513,The Night Land: Large Print,Fantasy : Dark,William Hope Hodgson,$16.99,,368 pages,CreateSpace Independent Publishing Platform,"""January 31, 2018""",English,1984355856,978-1984355850,8.5 x 0.8 x 11 inches,2.3 pounds,The Night Land,Fantasy - Dark Fantasy,William Hope Hodgson,$13.99,,222,Createspace,May 2015,,1512245194,9781512245196,9 x 6 x 0.47 inches,0.67 pounds,0
3618,1484,6542,Necromancer: A Tale of the Last City,Fantasy : Dark,Mr David Sarachman,$16.99,,352 pages,David Sarachman,"""February 7, 2018""",English,994871228,978-0994871220,5 x 0.9 x 8 inches,1 pounds,A Dance of Chaos,Fantasy - Dark Fantasy,David Dalglish,$16.00,,480,Orbit,May 2015,,316242578,9780316242578,8.1 x 5.4 x 1.4 inches,0.9 pounds,0
3641,2723,6666,The First Disappeared,Psychological Thrillers,Michael Woods,$15.00,,309 pages,Independently published,"""January 4, 2018""",English,1976809231,978-1976809231,6 x 0.7 x 9 inches,1.2 pounds,The Psychic Vampire,Fantasy - Dark Fantasy,MR Michael E. Fulkerson,$12.95,,124,Createspace,March 2015,,1500621366,9781500621360,8 x 5 x 0.26 inches,0.29 pounds,0
3644,1266,6667,The Vampire Within (Immortal Kiss),Fantasy : Dark,Laura Daleo,$9.00,Immortal Kiss (Book 3),242 pages,"""Story Bound Publishing, LLC""","""March 16, 2018""",English,099784616X,978-0997846164,6 x 0.6 x 9 inches,12.8 ounces,The Forsaken,Fantasy - Dark Fantasy,Laura Thalassa,$12.99,,342,Lavabrook Publishing Group,March 2015,,1942662068,9781942662068,7.99 x 5.24 x 0.76 inches,0.86 pounds,0
3651,79,6689,The Cityborn,Science Fiction : Space Opera,Edward Willett,$7.99,,432 pages,DAW,"""July 3, 2018""",English,756411785,978-0756411787,4.2 x 1.1 x 6.8 inches,7.4 ounces,The Book of Wonder,Fantasy - Dark Fantasy,Edward John Moreton Dunsany,$7.99,,58,Positronic Publishing,February 2015,,1633847500,9781633847507,10 x 7.01 x 0.12 inches,0.26 pounds,0
3660,2176,6723,The Queen's Debt: A Novelette,Fantasy : Dark,Joshua C. Geiger,$5.99,,67 pages,Independently published,"""October 8, 2017""",English,1549831550,978-1549831553,6 x 0.2 x 9 inches,5.4 ounces,The Nothingness,Fantasy - Dark Fantasy,J. C. Stockli,$13.99,,364,Bluefae Publishing,February 2015,,986268801,9780986268809,7.99 x 5.24 x 0.75 inches,0.83 pounds,0
3671,678,6730,Stranded (Shadows of the Void Space Opera Serial) (Volume 2),Science Fiction : Space Opera,J. J. Green,$6.99,Shadows of the Void Space Opera Serial,140 pages,CreateSpace Independent Publishing Platform,"""December 14, 2017""",English,1974602303,978-1974602308,5 x 0.3 x 8 inches,7.4 ounces,Songs of the Satyrs,Fantasy - Dark Fantasy,Aaron J. French,$17.95,,264,JournalStone,February 2015,,1942712243,9781942712244,9 x 6 x 0.6 inches,0.86 pounds,0
3672,717,6730,The Galactic Chronicles (Shadows of the Void Space Opera Serial),Science Fiction : Space Opera,J. J. Green,$9.99,Shadows of the Void Space Opera Serial,386 pages,CreateSpace Independent Publishing Platform; 1 edition,"""December 8, 2017""",English,198154254X,978-1981542543,5.5 x 0.9 x 8.5 inches,1.3 pounds,Songs of the Satyrs,Fantasy - Dark Fantasy,Aaron J. French,$17.95,,264,JournalStone,February 2015,,1942712243,9781942712244,9 x 6 x 0.6 inches,0.86 pounds,0
3679,459,6730,Burned (Shadows of the Void Space Opera Seral) (Volume 6),Science Fiction : Space Opera,J. J. Green,$6.99,Shadows of the Void Space Opera Seral,146 pages,CreateSpace Independent Publishing Platform; 1 edition,"""January 21, 2018""",English,1984082507,978-1984082503,5 x 0.3 x 8 inches,7.7 ounces,Songs of the Satyrs,Fantasy - Dark Fantasy,Aaron J. French,$17.95,,264,JournalStone,February 2015,,1942712243,9781942712244,9 x 6 x 0.6 inches,0.86 pounds,0
3686,570,6733,Chaos Fountain: The Chronicles of Acension (Volume 1),Science Fiction : Space Opera,D. C. Ballard,$14.95,The Chronicles of Acension,330 pages,CreateSpace Independent Publishing Platform; 1 edition,"""January 6, 2018""",English,1981472932,978-1981472932,6 x 0.8 x 9 inches,1.2 pounds,The Mercenaries of Havenshaw Crypt,Fantasy - Dark Fantasy,D. G. Sutter,$12.99,,140,Morbidbooks,February 2015,,692360409,9780692360408,8 x 5.25 x 0.33 inches,0.37 pounds,0
3693,1052,6763,The Last Dawn: Book 3 of The Last War Series,Science Fiction : Space Opera,Peter Bostrom,$17.99,,400 pages,CreateSpace Independent Publishing Platform,"""October 3, 2017""",English,1977922643,978-1977922649,5 x 1 x 8 inches,1.1 pounds,The Dead Hamlets  :  Book Two of the Book of Cross,Fantasy - Dark Fantasy,Peter Roman,$16.99,,260,Chizine Publications,January 2015,,1771483164,9781771483162,8.79 x 7.09 x 0.55 inches,0.53 pounds,0
3708,1563,6791,The Suffering,Fantasy : Dark,Robert Cano,$6.99,,109 pages,Independently published,"""January 24, 2018""",English,1549809512,978-1549809514,5 x 0.3 x 8 inches,6.2 ounces,The Horror from the Mound,Fantasy - Dark Fantasy,Robert E. Howard,$8.99,,34,White Press,December 2014,,1473323223,9781473323223,8.5 x 5.5 x 0.08 inches,0.12 pounds,0
3739,1535,6810,Doorway to Shadows,Fantasy : Dark,Robert M Lettinga,$17.95,,282 pages,"""Christian Faith Publishing, Inc.""","""January 30, 2018""",English,1641409967,978-1641409964,6 x 0.6 x 9 inches,12 ounces,Red Shadows,Fantasy - Dark Fantasy,Robert E. Howard,$15.99,,56,White Press,December 2014,,1473322952,9781473322950,8.5 x 5.5 x 0.13 inches,0.18 pounds,0
3742,1563,6817,The Suffering,Fantasy : Dark,Robert Cano,$6.99,,109 pages,Independently published,"""January 24, 2018""",English,1549809512,978-1549809514,5 x 0.3 x 8 inches,6.2 ounces,The Drayton Diaries,Fantasy - Dark Fantasy,Robert W. Stephens,$9.99,,200,Createspace Independent Publishing Platform,December 2014,,1502893320,9781502893321,9.02 x 5.98 x 0.42 inches,0.6 pounds,0
3743,2869,6817,The Global View,Psychological Thrillers,W. L. Liberman,,,288 pages,CreateSpace Independent Publishing Platform,"""November 26, 2017""",English,1981158111,978-1981158119,5.5 x 0.7 x 8.5 inches,15.5 ounces,The Drayton Diaries,Fantasy - Dark Fantasy,Robert W. Stephens,$9.99,,200,Createspace Independent Publishing Platform,December 2014,,1502893320,9781502893321,9.02 x 5.98 x 0.42 inches,0.6 pounds,0
3763,791,6845,Rapparee: The Regeneration (The Journey of the Freighter Lola) (Volume 5),Science Fiction : Space Opera,Robert Weisskopf,$12.99,The Journey of the Freighter Lola (Book 5),244 pages,CreateSpace Independent Publishing Platform; 1 edition,"""November 25, 2017""",English,197983279X,978-1979832793,5 x 0.6 x 8 inches,11.7 ounces,The Pool of the Black One,Fantasy - Dark Fantasy,Robert E. Howard,$8.99,,56,White Press,December 2014,,1473323355,9781473323353,8.5 x 5.5 x 0.13 inches,0.18 pounds,0
3780,2254,6854,The Girl in the Ice (Erika Foster series),Psychological Thrillers,Robert Bryndza,$7.99,Erika Foster series (Book 1),394 pages,Grand Central Publishing,"""October 2, 2018""",English,1538730170,978-1538730171,,1.1 pounds,Skulls in the Stars,Fantasy - Dark Fantasy,Robert E. Howard,$8.99,,22,White Press,December 2014,,1473323037,9781473323032,8.5 x 5.5 x 0.05 inches,0.09 pounds,0
3788,2517,6856,The Business of Life,Psychological Thrillers,Robert W. Chambers,$17.99,,332 pages,CreateSpace Independent Publishing Platform,"""February 19, 2018""",English,1985697831,978-1985697836,6 x 0.8 x 9 inches,1.3 pounds,The Voice of El-Lil,Fantasy - Dark Fantasy,Robert E. Howard,$8.99,,44,White Press,December 2014,,1473323525,9781473323520,8.5 x 5.5 x 0.11 inches,0.15 pounds,0
3800,1623,6895,The Uprising (Erafeen),Fantasy : Dark,David F. Farris,,Erafeen (Book 3),423 pages,Independently published,"""January 15, 2018""",English,1976901367,978-1976901362,6 x 1.1 x 9 inches,1.6 pounds,The Final Reckoning,Fantasy - Dark Fantasy,L. F. Crowl,$9.89,,140,Createspace,November 2014,,1503288668,9781503288669,9 x 6 x 0.3 inches,0.43 pounds,0
3803,1869,6940,Bedlam: Fourth Book of the Nameless Chronicle (Volume 4),Fantasy : Dark,M. T. Miller,$14.99,The Nameless Chronicle (Book 4),178 pages,CreateSpace Independent Publishing Platform; 1 edition,"""December 1, 2017""",English,197999613X,978-1979996136,6 x 0.4 x 9 inches,11.5 ounces,The Cursed Dragon - Book One of the Age of Acama Series,Fantasy - Dark Fantasy,Rachal M. Roberts,$24.95,,404,Total Publishing and Media,October 2014,,1633020169,9781633020160,9 x 6 x 0.83 inches,1.19 pounds,0
3805,2481,6947,The Wrong Sister,Psychological Thrillers,T. E. Woods,$15.95,,336 pages,Kensington,"""February 27, 2018""",English,1496712749,978-1496712745,5.7 x 0.9 x 8.3 inches,8.6 ounces,The Gathering,Fantasy - Dark Fantasy,D. T. Wilkinson,$14.95,,362,Createspace Independent Publishing Platform,October 2014,,1502797216,9781502797216,10 x 7.01 x 0.75 inches,1.38 pounds,0
3806,2471,6949,The Gevaudan Project,Psychological Thrillers,A. K. Preston,$11.25,,406 pages,A.K. Preston,"""March 1, 2018""",English,692956697,978-0692956694,6 x 0.9 x 9 inches,1.5 pounds,The Dark Defiles,Fantasy - Dark Fantasy,Richard K. Morgan,$18.00,,630,Del Rey Books,October 2014,,345493109,9780345493101,9 x 6.1 x 1.6 inches,1.4 pounds,0
3813,2770,6975,The Walk Within,Psychological Thrillers,John Lonewolf,$5.99,,130 pages,Independently published,"""December 21, 2017""",English,197670331X,978-1976703317,6 x 0.3 x 9 inches,9 ounces,The Second Conflict,Fantasy - Dark Fantasy,John T. O'Halloran,$15.00,,416,Chisel & Stone,October 2014,,992624614,9780992624613,8 x 5 x 0.93 inches,0.99 pounds,0
3815,1742,6979,Dracula,Fantasy : Dark,Bram Stoker,$12.95,,154 pages,Independently published,"""December 20, 2017""",English,1973591359,978-1973591351,8.5 x 0.4 x 11 inches,1 pounds,Dracula  :  Now a Major Movie,Fantasy - Dark Fantasy,Bram Stoker,$8.95,,336,Engage Books,October 2014,,1772260274,9781772260274,9.02 x 5.98 x 0.75 inches,1.09 pounds,0
3843,2471,7073,The Gevaudan Project,Psychological Thrillers,A. K. Preston,$11.25,,406 pages,A.K. Preston,"""March 1, 2018""",English,692956697,978-0692956694,6 x 0.9 x 9 inches,1.5 pounds,The Dark Wells,Fantasy - Dark Fantasy,H. A. Halfred,$7.00,,124,Createspace Independent Publishing Platform,August 2014,,1499652313,9781499652314,9 x 6 x 0.29 inches,0.42 pounds,0
3852,1464,7105,Shadow of the Beasts: The Second Trilogy,Fantasy : Dark,Isaac S. Shumski,$8.99,,172 pages,Independently published,"""February 11, 2018""",English,1980262020,978-1980262022,6 x 0.4 x 9 inches,11.2 ounces,The Warriorz of Waquir Bay,Fantasy - Dark Fantasy,S. J. Thompson,$6.99,,136,Createspace Independent Publishing Platform,August 2014,,150102339X,9781501023392,11.02 x 8.5 x 0.29 inches,0.73 pounds,0
3866,2089,7144,The Night Stealer: Tales of Dragonsrod Story 1,Fantasy : Dark,Robert Umber,$8.99,Tales of Dragonsrod (Book 1),134 pages,CreateSpace Independent Publishing Platform; 1 edition,"""October 23, 2017""",English,1978311362,978-1978311367,5.2 x 0.3 x 8 inches,7.5 ounces,The Hour of the Dragon,Fantasy - Dark Fantasy,Robert Howard,$9.00,,184,Createspace Independent Publishing Platform,July 2014,,1500595446,9781500595449,9 x 6 x 0.39 inches,0.56 pounds,0
3867,2379,7144,The Master of Ballantrae: A Winter's Tale,Psychological Thrillers,Robert Louis Stevenson,,,150 pages,CreateSpace Independent Publishing Platform,"""March 19, 2018""",English,198661610X,978-1986616102,6 x 0.3 x 9 inches,9.9 ounces,The Hour of the Dragon,Fantasy - Dark Fantasy,Robert Howard,$9.00,,184,Createspace Independent Publishing Platform,July 2014,,1500595446,9781500595449,9 x 6 x 0.39 inches,0.56 pounds,0
3869,2517,7144,The Business of Life,Psychological Thrillers,Robert W. Chambers,$17.99,,332 pages,CreateSpace Independent Publishing Platform,"""February 19, 2018""",English,1985697831,978-1985697836,6 x 0.8 x 9 inches,1.3 pounds,The Hour of the Dragon,Fantasy - Dark Fantasy,Robert Howard,$9.00,,184,Createspace Independent Publishing Platform,July 2014,,1500595446,9781500595449,9 x 6 x 0.39 inches,0.56 pounds,0
